event_id,datetime,prize_id,prize
542,2023-02-03 10:00:58,920,Pure Sample
542,2023-02-03 10:00:58,878,Memory Fragment*10
542,2023-02-03 10:00:58,805,Ammo*200
542,2023-02-03 10:00:58,816,Enhancement Capsule*2
542,2023-02-03 10:00:58,807,Rations*100
542,2023-02-03 10:00:58,825,Quick Repair*1
542,2023-02-03 10:00:58,816,Enhancement Capsule*2
542,2023-02-03 10:00:58,804,Ammo*100
542,2023-02-03 10:00:58,840,Battery*30
542,2023-02-03 10:00:58,803,Manpower*300
542,2023-02-03 10:00:59,839,Battery*20
542,2023-02-03 10:00:59,828,Basic Training Data*30
542,2023-02-03 10:00:59,816,Enhancement Capsule*2
542,2023-02-03 10:00:59,808,Rations*200
542,2023-02-03 10:00:59,812,Parts*300
542,2023-02-03 10:00:59,801,Manpower*100
542,2023-02-03 10:00:59,920,Pure Sample
542,2023-02-03 10:00:59,801,Manpower*100
542,2023-02-03 10:00:59,835,Advanced Training Data*40
542,2023-02-03 10:00:59,815,Token*4
542,2023-02-03 10:01:01,810,Parts*100
542,2023-02-03 10:01:01,824,Quick Production*1
542,2023-02-03 10:01:01,819,Dummy Core*1
542,2023-02-03 10:01:01,818,Enhancement Capsule*4
542,2023-02-03 10:01:01,804,Ammo*100
542,2023-02-03 10:01:01,827,Basic Training Data*20
542,2023-02-03 10:01:01,808,Rations*200
542,2023-02-03 10:01:01,807,Rations*100
542,2023-02-03 10:01:01,818,Enhancement Capsule*4
542,2023-02-03 10:01:01,920,Pure Sample
542,2023-02-03 10:01:02,919,Original Sample
542,2023-02-03 10:01:02,920,Pure Sample
542,2023-02-03 10:01:02,816,Enhancement Capsule*2
542,2023-02-03 10:01:02,807,Rations*100
542,2023-02-03 10:01:02,803,Manpower*300
542,2023-02-03 10:01:02,920,Pure Sample
542,2023-02-03 10:01:02,803,Manpower*300
542,2023-02-03 10:01:02,823,Equipment Contract*1
542,2023-02-03 10:01:02,804,Ammo*100
542,2023-02-03 10:01:02,805,Ammo*200
542,2023-02-03 10:01:03,919,Original Sample
542,2023-02-03 10:01:03,809,Rations*300
542,2023-02-03 10:01:03,839,Battery*20
542,2023-02-03 10:01:03,825,Quick Repair*1
542,2023-02-03 10:01:03,812,Parts*300
542,2023-02-03 10:01:03,919,Original Sample
542,2023-02-03 10:01:03,828,Basic Training Data*30
542,2023-02-03 10:01:03,801,Manpower*100
542,2023-02-03 10:01:03,827,Basic Training Data*20
542,2023-02-03 10:01:03,807,Rations*100
542,2023-02-03 10:01:04,807,Rations*100
542,2023-02-03 10:01:04,805,Ammo*200
542,2023-02-03 10:01:04,840,Battery*30
542,2023-02-03 10:01:04,804,Ammo*100
542,2023-02-03 10:01:04,827,Basic Training Data*20
542,2023-02-03 10:01:04,919,Original Sample
542,2023-02-03 10:01:04,830,Intermediate Training Data*20
542,2023-02-03 10:01:04,825,Quick Repair*1
542,2023-02-03 10:01:04,920,Pure Sample
542,2023-02-03 10:01:04,810,Parts*100
542,2023-02-03 10:01:05,811,Parts*200
542,2023-02-03 10:01:05,811,Parts*200
542,2023-02-03 10:01:05,801,Manpower*100
542,2023-02-03 10:01:05,804,Ammo*100
542,2023-02-03 10:01:05,828,Basic Training Data*30
542,2023-02-03 10:01:05,801,Manpower*100
542,2023-02-03 10:01:05,808,Rations*200
542,2023-02-03 10:01:05,1396,Furniture: Operation Aeneas Memorabilia
542,2023-02-03 10:01:05,823,Equipment Contract*1
542,2023-02-03 10:01:05,807,Rations*100
542,2023-02-03 10:01:06,825,Quick Repair*1
542,2023-02-03 10:01:06,801,Manpower*100
542,2023-02-03 10:01:06,40156,prize-10040156
542,2023-02-03 10:01:06,810,Parts*100
542,2023-02-03 10:01:06,804,Ammo*100
542,2023-02-03 10:01:06,801,Manpower*100
542,2023-02-03 10:01:06,818,Enhancement Capsule*4
542,2023-02-03 10:01:06,816,Enhancement Capsule*2
542,2023-02-03 10:01:06,831,Intermediate Training Data*30
542,2023-02-03 10:01:06,808,Rations*200
542,2023-02-03 10:01:07,808,Rations*200
542,2023-02-03 10:01:07,802,Manpower*200
542,2023-02-03 10:01:07,841,Battery*40
542,2023-02-03 10:01:07,829,Basic Training Data*40
542,2023-02-03 10:01:07,824,Quick Production*1
542,2023-02-03 10:01:07,878,Memory Fragment*10
542,2023-02-03 10:01:07,812,Parts*300
542,2023-02-03 10:01:07,810,Parts*100
542,2023-02-03 10:01:07,814,Token*3
542,2023-02-03 10:01:07,808,Rations*200
542,2023-02-03 10:01:08,839,Battery*20
542,2023-02-03 10:01:08,829,Basic Training Data*40
542,2023-02-03 10:01:08,818,Enhancement Capsule*4
542,2023-02-03 10:01:08,823,Equipment Contract*1
542,2023-02-03 10:01:08,825,Quick Repair*1
542,2023-02-03 10:01:08,803,Manpower*300
542,2023-02-03 10:01:08,920,Pure Sample
542,2023-02-03 10:01:08,816,Enhancement Capsule*2
542,2023-02-03 10:01:08,1393,Furniture: All-Seeing Eye
542,2023-02-03 10:01:08,920,Pure Sample
542,2023-02-03 10:01:09,816,Enhancement Capsule*2
542,2023-02-03 10:01:09,825,Quick Repair*1
542,2023-02-03 10:01:09,817,Enhancement Capsule*3
542,2023-02-03 10:01:09,816,Enhancement Capsule*2
542,2023-02-03 10:01:09,801,Manpower*100
542,2023-02-03 10:01:09,878,Memory Fragment*10
542,2023-02-03 10:01:09,828,Basic Training Data*30
542,2023-02-03 10:01:09,804,Ammo*100
542,2023-02-03 10:01:09,804,Ammo*100
542,2023-02-03 10:01:09,832,Intermediate Training Data*40
542,2023-02-03 10:01:10,811,Parts*200
542,2023-02-03 10:01:10,814,Token*3
542,2023-02-03 10:01:10,819,Dummy Core*1
542,2023-02-03 10:01:10,40154,prize-10040154
542,2023-02-03 10:01:10,810,Parts*100
542,2023-02-03 10:01:10,830,Intermediate Training Data*20
542,2023-02-03 10:01:10,919,Original Sample
542,2023-02-03 10:01:10,840,Battery*30
542,2023-02-03 10:01:10,830,Intermediate Training Data*20
542,2023-02-03 10:01:10,920,Pure Sample
542,2023-02-03 10:01:12,813,Token*2
542,2023-02-03 10:01:12,807,Rations*100
542,2023-02-03 10:01:12,809,Rations*300
542,2023-02-03 10:01:12,830,Intermediate Training Data*20
542,2023-02-03 10:01:12,804,Ammo*100
542,2023-02-03 10:01:12,802,Manpower*200
542,2023-02-03 10:01:12,840,Battery*30
542,2023-02-03 10:01:12,810,Parts*100
542,2023-02-03 10:01:12,805,Ammo*200
542,2023-02-03 10:01:12,840,Battery*30
542,2023-02-03 10:01:13,805,Ammo*200
542,2023-02-03 10:01:13,804,Ammo*100
542,2023-02-03 10:01:13,810,Parts*100
542,2023-02-03 10:01:13,823,Equipment Contract*1
542,2023-02-03 10:01:13,816,Enhancement Capsule*2
542,2023-02-03 10:01:13,822,T-Doll Contract*1
542,2023-02-03 10:01:13,840,Battery*30
542,2023-02-03 10:01:13,804,Ammo*100
542,2023-02-03 10:01:13,816,Enhancement Capsule*2
542,2023-02-03 10:01:13,802,Manpower*200
542,2023-02-03 10:01:16,808,Rations*200
542,2023-02-03 10:01:16,40155,prize-10040155
542,2023-02-03 10:01:16,822,T-Doll Contract*1
542,2023-02-03 10:01:16,805,Ammo*200
542,2023-02-03 10:01:16,816,Enhancement Capsule*2
542,2023-02-03 10:01:16,815,Token*4
542,2023-02-03 10:01:16,810,Parts*100
542,2023-02-03 10:01:16,804,Ammo*100
542,2023-02-03 10:01:16,823,Equipment Contract*1
542,2023-02-03 10:01:16,1393,Furniture: All-Seeing Eye
542,2023-02-03 10:01:17,807,Rations*100
542,2023-02-03 10:01:17,802,Manpower*200
542,2023-02-03 10:01:17,811,Parts*200
542,2023-02-03 10:01:17,825,Quick Repair*1
542,2023-02-03 10:01:17,804,Ammo*100
542,2023-02-03 10:01:17,839,Battery*20
542,2023-02-03 10:01:17,834,Advanced Training Data*30
542,2023-02-03 10:01:17,813,Token*2
542,2023-02-03 10:01:17,811,Parts*200
542,2023-02-03 10:01:17,839,Battery*20
542,2023-02-03 10:01:18,831,Intermediate Training Data*30
542,2023-02-03 10:01:18,830,Intermediate Training Data*20
542,2023-02-03 10:01:18,919,Original Sample
542,2023-02-03 10:01:18,834,Advanced Training Data*30
542,2023-02-03 10:01:18,839,Battery*20
542,2023-02-03 10:01:18,834,Advanced Training Data*30
542,2023-02-03 10:01:18,878,Memory Fragment*10
542,2023-02-03 10:01:18,839,Battery*20
542,2023-02-03 10:01:18,810,Parts*100
542,2023-02-03 10:01:18,811,Parts*200
542,2023-02-03 10:01:19,880,Memory Fragment*30
542,2023-02-03 10:01:19,801,Manpower*100
542,2023-02-03 10:01:19,879,Memory Fragment*20
542,2023-02-03 10:01:19,40156,prize-10040156
542,2023-02-03 10:01:19,839,Battery*20
542,2023-02-03 10:01:19,822,T-Doll Contract*1
542,2023-02-03 10:01:19,807,Rations*100
542,2023-02-03 10:01:19,828,Basic Training Data*30
542,2023-02-03 10:01:19,814,Token*3
542,2023-02-03 10:01:19,919,Original Sample
542,2023-02-03 10:01:20,817,Enhancement Capsule*3
542,2023-02-03 10:01:20,802,Manpower*200
542,2023-02-03 10:01:20,818,Enhancement Capsule*4
542,2023-02-03 10:01:20,818,Enhancement Capsule*4
542,2023-02-03 10:01:20,807,Rations*100
542,2023-02-03 10:01:20,809,Rations*300
542,2023-02-03 10:01:20,811,Parts*200
542,2023-02-03 10:01:20,1395,Furniture: Wolf Shadow Returns
542,2023-02-03 10:01:20,834,Advanced Training Data*30
542,2023-02-03 10:01:20,816,Enhancement Capsule*2
542,2023-02-03 10:01:25,801,Manpower*100
542,2023-02-03 10:01:25,817,Enhancement Capsule*3
542,2023-02-03 10:01:25,827,Basic Training Data*20
542,2023-02-03 10:01:25,807,Rations*100
542,2023-02-03 10:01:25,839,Battery*20
542,2023-02-03 10:01:25,806,Ammo*300
542,2023-02-03 10:01:25,839,Battery*20
542,2023-02-03 10:01:25,817,Enhancement Capsule*3
542,2023-02-03 10:01:25,825,Quick Repair*1
542,2023-02-03 10:01:25,805,Ammo*200
542,2023-02-03 10:01:26,807,Rations*100
542,2023-02-03 10:01:26,830,Intermediate Training Data*20
542,2023-02-03 10:01:26,824,Quick Production*1
542,2023-02-03 10:01:26,827,Basic Training Data*20
542,2023-02-03 10:01:26,828,Basic Training Data*30
542,2023-02-03 10:01:26,830,Intermediate Training Data*20
542,2023-02-03 10:01:26,40154,prize-10040154
542,2023-02-03 10:01:26,878,Memory Fragment*10
542,2023-02-03 10:01:26,879,Memory Fragment*20
542,2023-02-03 10:01:26,801,Manpower*100
542,2023-02-03 10:01:28,40156,prize-10040156
542,2023-02-03 10:01:28,919,Original Sample
542,2023-02-03 10:01:28,804,Ammo*100
542,2023-02-03 10:01:28,826,Quick Training*1
542,2023-02-03 10:01:28,825,Quick Repair*1
542,2023-02-03 10:01:28,834,Advanced Training Data*30
542,2023-02-03 10:01:28,801,Manpower*100
542,2023-02-03 10:01:28,801,Manpower*100
542,2023-02-03 10:01:28,817,Enhancement Capsule*3
542,2023-02-03 10:01:28,920,Pure Sample
542,2023-02-03 10:01:30,840,Battery*30
542,2023-02-03 10:01:30,804,Ammo*100
542,2023-02-03 10:01:30,807,Rations*100
542,2023-02-03 10:01:30,835,Advanced Training Data*40
542,2023-02-03 10:01:30,808,Rations*200
542,2023-02-03 10:01:30,804,Ammo*100
542,2023-02-03 10:01:30,807,Rations*100
542,2023-02-03 10:01:30,836,Calibration Ticket*10
542,2023-02-03 10:01:30,810,Parts*100
542,2023-02-03 10:01:30,807,Rations*100
542,2023-02-03 10:01:34,839,Battery*20
542,2023-02-03 10:01:34,878,Memory Fragment*10
542,2023-02-03 10:01:34,837,Calibration Ticket*20
542,2023-02-03 10:01:34,824,Quick Production*1
542,2023-02-03 10:01:34,827,Basic Training Data*20
542,2023-02-03 10:01:34,807,Rations*100
542,2023-02-03 10:01:34,810,Parts*100
542,2023-02-03 10:01:34,811,Parts*200
542,2023-02-03 10:01:34,805,Ammo*200
542,2023-02-03 10:01:34,921,Quick Analysis Contract
542,2023-02-03 10:01:35,810,Parts*100
542,2023-02-03 10:01:35,822,T-Doll Contract*1
542,2023-02-03 10:01:35,804,Ammo*100
542,2023-02-03 10:01:35,807,Rations*100
542,2023-02-03 10:01:35,807,Rations*100
542,2023-02-03 10:01:35,804,Ammo*100
542,2023-02-03 10:01:35,801,Manpower*100
542,2023-02-03 10:01:35,818,Enhancement Capsule*4
542,2023-02-03 10:01:35,839,Battery*20
542,2023-02-03 10:01:35,920,Pure Sample
542,2023-02-03 10:01:36,880,Memory Fragment*30
542,2023-02-03 10:01:36,816,Enhancement Capsule*2
542,2023-02-03 10:01:36,835,Advanced Training Data*40
542,2023-02-03 10:01:36,1396,Furniture: Operation Aeneas Memorabilia
542,2023-02-03 10:01:36,807,Rations*100
542,2023-02-03 10:01:36,816,Enhancement Capsule*2
542,2023-02-03 10:01:36,828,Basic Training Data*30
542,2023-02-03 10:01:36,801,Manpower*100
542,2023-02-03 10:01:36,825,Quick Repair*1
542,2023-02-03 10:01:36,810,Parts*100
542,2023-02-03 10:01:37,805,Ammo*200
542,2023-02-03 10:01:37,40155,prize-10040155
542,2023-02-03 10:01:37,807,Rations*100
542,2023-02-03 10:01:37,919,Original Sample
542,2023-02-03 10:01:37,829,Basic Training Data*40
542,2023-02-03 10:01:37,879,Memory Fragment*20
542,2023-02-03 10:01:37,836,Calibration Ticket*10
542,2023-02-03 10:01:37,878,Memory Fragment*10
542,2023-02-03 10:01:37,828,Basic Training Data*30
542,2023-02-03 10:01:37,919,Original Sample
542,2023-02-03 10:01:38,807,Rations*100
542,2023-02-03 10:01:38,805,Ammo*200
542,2023-02-03 10:01:38,814,Token*3
542,2023-02-03 10:01:38,40154,prize-10040154
542,2023-02-03 10:01:38,816,Enhancement Capsule*2
542,2023-02-03 10:01:38,804,Ammo*100
542,2023-02-03 10:01:38,878,Memory Fragment*10
542,2023-02-03 10:01:38,837,Calibration Ticket*20
542,2023-02-03 10:01:38,880,Memory Fragment*30
542,2023-02-03 10:01:38,808,Rations*200
542,2023-02-03 10:01:39,919,Original Sample
542,2023-02-03 10:01:39,810,Parts*100
542,2023-02-03 10:01:39,805,Ammo*200
542,2023-02-03 10:01:39,819,Dummy Core*1
542,2023-02-03 10:01:39,879,Memory Fragment*20
542,2023-02-03 10:01:39,921,Quick Analysis Contract
542,2023-02-03 10:01:39,801,Manpower*100
542,2023-02-03 10:01:39,805,Ammo*200
542,2023-02-03 10:01:39,825,Quick Repair*1
542,2023-02-03 10:01:39,825,Quick Repair*1
542,2023-02-03 10:01:40,827,Basic Training Data*20
542,2023-02-03 10:01:40,919,Original Sample
542,2023-02-03 10:01:40,807,Rations*100
542,2023-02-03 10:01:40,825,Quick Repair*1
542,2023-02-03 10:01:40,831,Intermediate Training Data*30
542,2023-02-03 10:01:40,814,Token*3
542,2023-02-03 10:01:40,804,Ammo*100
542,2023-02-03 10:01:40,825,Quick Repair*1
542,2023-02-03 10:01:40,827,Basic Training Data*20
542,2023-02-03 10:01:40,817,Enhancement Capsule*3
542,2023-02-03 10:01:41,814,Token*3
542,2023-02-03 10:01:41,1393,Furniture: All-Seeing Eye
542,2023-02-03 10:01:41,833,Advanced Training Data*20
542,2023-02-03 10:01:41,825,Quick Repair*1
542,2023-02-03 10:01:41,825,Quick Repair*1
542,2023-02-03 10:01:41,823,Equipment Contract*1
542,2023-02-03 10:01:41,839,Battery*20
542,2023-02-03 10:01:41,810,Parts*100
542,2023-02-03 10:01:41,810,Parts*100
542,2023-02-03 10:01:41,807,Rations*100
542,2023-02-03 10:01:42,839,Battery*20
542,2023-02-03 10:01:42,831,Intermediate Training Data*30
542,2023-02-03 10:01:42,880,Memory Fragment*30
542,2023-02-03 10:01:42,839,Battery*20
542,2023-02-03 10:01:42,834,Advanced Training Data*30
542,2023-02-03 10:01:42,827,Basic Training Data*20
542,2023-02-03 10:01:42,823,Equipment Contract*1
542,2023-02-03 10:01:42,825,Quick Repair*1
542,2023-02-03 10:01:42,839,Battery*20
542,2023-02-03 10:01:42,834,Advanced Training Data*30
542,2023-02-03 10:01:44,816,Enhancement Capsule*2
542,2023-02-03 10:01:44,817,Enhancement Capsule*3
542,2023-02-03 10:01:44,810,Parts*100
542,2023-02-03 10:01:44,818,Enhancement Capsule*4
542,2023-02-03 10:01:44,1395,Furniture: Wolf Shadow Returns
542,2023-02-03 10:01:44,830,Intermediate Training Data*20
542,2023-02-03 10:01:44,803,Manpower*300
542,2023-02-03 10:01:44,801,Manpower*100
542,2023-02-03 10:01:44,805,Ammo*200
542,2023-02-03 10:01:44,829,Basic Training Data*40
542,2023-02-03 10:01:46,878,Memory Fragment*10
542,2023-02-03 10:01:46,827,Basic Training Data*20
542,2023-02-03 10:01:46,879,Memory Fragment*20
542,2023-02-03 10:01:46,920,Pure Sample
542,2023-02-03 10:01:46,823,Equipment Contract*1
542,2023-02-03 10:01:46,805,Ammo*200
542,2023-02-03 10:01:46,808,Rations*200
542,2023-02-03 10:01:46,804,Ammo*100
542,2023-02-03 10:01:46,805,Ammo*200
542,2023-02-03 10:01:46,837,Calibration Ticket*20
542,2023-02-03 10:01:47,825,Quick Repair*1
542,2023-02-03 10:01:47,830,Intermediate Training Data*20
542,2023-02-03 10:01:47,879,Memory Fragment*20
542,2023-02-03 10:01:47,920,Pure Sample
542,2023-02-03 10:01:47,817,Enhancement Capsule*3
542,2023-02-03 10:01:47,801,Manpower*100
542,2023-02-03 10:01:47,810,Parts*100
542,2023-02-03 10:01:47,830,Intermediate Training Data*20
542,2023-02-03 10:01:47,920,Pure Sample
542,2023-02-03 10:01:47,810,Parts*100
542,2023-02-03 10:01:48,819,Dummy Core*1
542,2023-02-03 10:01:48,919,Original Sample
542,2023-02-03 10:01:48,804,Ammo*100
542,2023-02-03 10:01:48,841,Battery*40
542,2023-02-03 10:01:48,808,Rations*200
542,2023-02-03 10:01:48,831,Intermediate Training Data*30
542,2023-02-03 10:01:48,822,T-Doll Contract*1
542,2023-02-03 10:01:48,811,Parts*200
542,2023-02-03 10:01:48,820,Dummy Core*2
542,2023-02-03 10:01:48,827,Basic Training Data*20
542,2023-02-03 10:01:49,801,Manpower*100
542,2023-02-03 10:01:49,822,T-Doll Contract*1
542,2023-02-03 10:01:49,801,Manpower*100
542,2023-02-03 10:01:49,801,Manpower*100
542,2023-02-03 10:01:49,829,Basic Training Data*40
542,2023-02-03 10:01:49,802,Manpower*200
542,2023-02-03 10:01:49,811,Parts*200
542,2023-02-03 10:01:49,920,Pure Sample
542,2023-02-03 10:01:49,825,Quick Repair*1
542,2023-02-03 10:01:49,804,Ammo*100
542,2023-02-03 10:01:50,836,Calibration Ticket*10
542,2023-02-03 10:01:50,806,Ammo*300
542,2023-02-03 10:01:50,802,Manpower*200
542,2023-02-03 10:01:50,808,Rations*200
542,2023-02-03 10:01:50,810,Parts*100
542,2023-02-03 10:01:50,830,Intermediate Training Data*20
542,2023-02-03 10:01:50,810,Parts*100
542,2023-02-03 10:01:50,812,Parts*300
542,2023-02-03 10:01:50,836,Calibration Ticket*10
542,2023-02-03 10:01:50,878,Memory Fragment*10
542,2023-02-03 10:01:51,810,Parts*100
542,2023-02-03 10:01:51,810,Parts*100
542,2023-02-03 10:01:51,811,Parts*200
542,2023-02-03 10:01:51,816,Enhancement Capsule*2
542,2023-02-03 10:01:51,824,Quick Production*1
542,2023-02-03 10:01:51,805,Ammo*200
542,2023-02-03 10:01:51,830,Intermediate Training Data*20
542,2023-02-03 10:01:51,807,Rations*100
542,2023-02-03 10:01:51,833,Advanced Training Data*20
542,2023-02-03 10:01:51,805,Ammo*200
542,2023-02-03 10:01:52,804,Ammo*100
542,2023-02-03 10:01:52,839,Battery*20
542,2023-02-03 10:01:52,878,Memory Fragment*10
542,2023-02-03 10:01:52,836,Calibration Ticket*10
542,2023-02-03 10:01:52,820,Dummy Core*2
542,2023-02-03 10:01:52,919,Original Sample
542,2023-02-03 10:01:52,809,Rations*300
542,2023-02-03 10:01:52,801,Manpower*100
542,2023-02-03 10:01:52,809,Rations*300
542,2023-02-03 10:01:52,1394,Furniture: Butterfly's Perch
542,2023-02-03 10:01:52,802,Manpower*200
542,2023-02-03 10:01:52,839,Battery*20
542,2023-02-03 10:01:52,804,Ammo*100
542,2023-02-03 10:01:52,824,Quick Production*1
542,2023-02-03 10:01:52,878,Memory Fragment*10
542,2023-02-03 10:01:52,839,Battery*20
542,2023-02-03 10:01:52,807,Rations*100
542,2023-02-03 10:01:52,827,Basic Training Data*20
542,2023-02-03 10:01:52,805,Ammo*200
542,2023-02-03 10:01:52,804,Ammo*100
542,2023-02-03 10:01:53,823,Equipment Contract*1
542,2023-02-03 10:01:53,841,Battery*40
542,2023-02-03 10:01:53,801,Manpower*100
542,2023-02-03 10:01:53,825,Quick Repair*1
542,2023-02-03 10:01:53,831,Intermediate Training Data*30
542,2023-02-03 10:01:53,919,Original Sample
542,2023-02-03 10:01:53,821,Dummy Core*3
542,2023-02-03 10:01:53,921,Quick Analysis Contract
542,2023-02-03 10:01:53,810,Parts*100
542,2023-02-03 10:01:53,801,Manpower*100
542,2023-02-03 10:01:54,828,Basic Training Data*30
542,2023-02-03 10:01:54,824,Quick Production*1
542,2023-02-03 10:01:54,839,Battery*20
542,2023-02-03 10:01:54,839,Battery*20
542,2023-02-03 10:01:54,807,Rations*100
542,2023-02-03 10:01:54,804,Ammo*100
542,2023-02-03 10:01:54,817,Enhancement Capsule*3
542,2023-02-03 10:01:54,823,Equipment Contract*1
542,2023-02-03 10:01:54,804,Ammo*100
542,2023-02-03 10:01:54,824,Quick Production*1
542,2023-02-03 10:01:56,814,Token*3
542,2023-02-03 10:01:56,816,Enhancement Capsule*2
542,2023-02-03 10:01:56,829,Basic Training Data*40
542,2023-02-03 10:01:56,839,Battery*20
542,2023-02-03 10:01:56,805,Ammo*200
542,2023-02-03 10:01:56,810,Parts*100
542,2023-02-03 10:01:56,816,Enhancement Capsule*2
542,2023-02-03 10:01:56,825,Quick Repair*1
542,2023-02-03 10:01:56,804,Ammo*100
542,2023-02-03 10:01:56,804,Ammo*100
542,2023-02-03 10:01:57,816,Enhancement Capsule*2
542,2023-02-03 10:01:57,841,Battery*40
542,2023-02-03 10:01:57,826,Quick Training*1
542,2023-02-03 10:01:57,879,Memory Fragment*20
542,2023-02-03 10:01:57,837,Calibration Ticket*20
542,2023-02-03 10:01:57,814,Token*3
542,2023-02-03 10:01:57,810,Parts*100
542,2023-02-03 10:01:57,810,Parts*100
542,2023-02-03 10:01:57,807,Rations*100
542,2023-02-03 10:01:57,807,Rations*100
542,2023-02-03 10:01:58,839,Battery*20
542,2023-02-03 10:01:58,810,Parts*100
542,2023-02-03 10:01:58,809,Rations*300
542,2023-02-03 10:01:58,40154,prize-10040154
